463,a-345,c,100
464,a-234,d,400
465,a-234,c,300
466,a-456,c,500
467,a-456,c,400
468,a-234,d,300
469,a-123,c,200
470,a-234,c,100
471,a-345,c,400
472,a-456,c,400
473,a-234,c,400
474,a-234,d,300
475,a-123,d,200
476,a-123,d,200
477,a-234,c,200
478,a-456,c,500
479,a-234,d,500
480,a-123,d,500
481,a-456,d,400
482,a-456,d,400
483,a-234,d,400
484,a-234,d,200
485,a-234,d,500
486,a-123,d,500
487,a-123,c,400
488,a-123,d,100
489,a-456,d,500
490,a-123,d,100
491,a-123,d,200
492,a-456,c,200
493,a-345,d,300
494,a-234,d,200
495,a-123,c,500
496,a-456,d,100
497,a-123,d,100
498,a-345,c,300
499,a-345,d,400
500,a-123,c,500
501,a-345,c,100
502,a-234,d,300
503,a-456,d,400
504,a-345,d,100
505,a-456,c,400
506,a-345,d,300
507,a-345,d,500
508,a-123,d,100
509,a-123,d,200
510,a-345,c,200
511,a-234,d,100
512,a-234,c,200
513,a-234,d,500
514,a-456,c,200
515,a-345,c,200
516,a-456,c,300
517,a-123,c,500
518,a-123,d,400
519,a-123,d,200
520,a-345,d,100
521,a-234,c,100
522,a-234,d,100
523,a-123,c,100
524,a-234,d,200
525,a-345,d,100
526,a-123,c,300
527,a-234,d,300
528,a-345,c,200
529,a-123,d,300
530,a-456,d,300
531,a-456,c,300
532,a-234,c,400
533,a-123,c,400
534,a-234,c,200
535,a-456,d,300
536,a-234,d,500
537,a-345,d,500
538,a-123,c,200
539,a-234,c,300
540,a-456,c,400
541,a-345,d,300
542,a-123,c,100
543,a-234,c,400
544,a-456,c,200
545,a-234,d,100
546,a-345,d,300
547,a-123,c,400
548,a-123,c,400
549,a-123,c,400
550,a-234,c,500
551,a-345,c,400
552,a-345,c,300
553,a-345,d,500
554,a-123,c,400
555,a-456,d,500
556,a-456,c,200
557,a-456,c,300
558,a-123,c,300
559,a-456,d,100
560,a-234,c,200
561,a-234,c,200
562,a-456,d,400
563,a-456,d,400
564,a-234,c,400
565,a-123,d,100
566,a-123,d,500
567,a-234,c,300
568,a-123,c,100
569,a-345,d,400
570,a-123,c,400
571,a-345,d,200
572,a-234,c,500
573,a-456,c,300
574,a-456,c,400
575,a-345,d,100
576,a-234,d,300
577,a-456,d,500
578,a-234,c,400
579,a-456,d,400
580,a-123,c,500
581,a-345,d,500
582,a-234,d,500
583,a-345,c,200
584,a-345,d,200
585,a-123,c,300
586,a-456,c,400
587,a-345,d,300
588,a-345,d,500
589,a-234,d,300
590,a-456,d,200
591,a-234,c,300
592,a-345,c,200
593,a-345,c,200
594,a-456,c,100
595,a-234,c,300
596,a-345,c,300
597,a-123,d,400
598,a-123,c,300
599,a-456,c,100
600,a-123,c,400
601,a-345,d,200
602,a-456,c,100
603,a-123,d,200
604,a-456,c,300
605,a-456,c,400
606,a-123,d,100
607,a-123,d,300
608,a-456,c,300
609,a-234,d,300
610,a-123,d,100
611,a-345,d,200
612,a-234,c,100
613,a-456,d,300
614,a-234,d,300
615,a-345,c,300
616,a-345,d,500
617,a-345,c,400
618,a-345,d,400
619,a-345,c,300
620,a-345,d,100
621,a-345,d,300
622,a-234,c,400
623,a-123,d,500
624,a-234,d,400
625,a-234,c,300
626,a-123,d,300
627,a-123,c,200
628,a-345,c,200
629,a-123,d,200
630,a-234,c,200
631,a-345,c,300
632,a-345,d,300
633,a-123,c,100
634,a-456,c,200
635,a-345,c,500
636,a-456,d,200
637,a-234,c,400
638,a-456,d,300
639,a-345,c,200
640,a-456,d,100
641,a-123,d,400
642,a-456,c,400
643,a-345,c,200
644,a-234,c,300
645,a-234,c,200
646,a-456,d,100
647,a-345,d,200
648,a-456,c,300
649,a-345,d,300
650,a-234,c,500
651,a-456,d,100
652,a-123,c,400
653,a-345,d,400
654,a-345,d,300
655,a-234,d,500
656,a-456,c,300
657,a-456,c,200
658,a-345,c,500
659,a-345,d,500
660,a-234,c,100
661,a-345,d,500
662,a-345,d,300
663,a-345,c,500
664,a-123,d,400
665,a-345,d,100
666,a-456,d,500
667,a-345,d,300
668,a-234,d,400
669,a-345,d,300
670,a-123,d,500
671,a-234,c,100
672,a-345,d,200
673,a-234,c,200
674,a-456,c,100
675,a-123,c,200
676,a-234,d,300
677,a-345,c,400
678,a-234,c,200
679,a-123,d,500
680,a-345,c,200
681,a-345,c,500
682,a-234,c,300
683,a-123,d,300
684,a-456,c,100
685,a-345,c,100
686,a-234,c,100
687,a-456,d,200
688,a-234,c,200
689,a-234,c,300
690,a-123,c,500
691,a-456,c,500
692,a-456,d,100
693,a-345,d,300
694,a-345,d,400
695,a-123,d,400
696,a-456,d,100
697,a-234,c,500
698,a-123,c,400
699,a-456,d,100
700,a-123,d,300
701,a-123,d,300
702,a-123,c,300
703,a-123,c,500
704,a-123,d,400
705,a-345,c,200
706,a-234,c,400
707,a-345,c,500
708,a-234,c,300
709,a-456,c,200
710,a-345,d,500
711,a-456,c,400
712,a-456,c,300
713,a-345,d,100
714,a-234,d,200
715,a-123,c,300
716,a-234,c,300
717,a-456,d,200
718,a-123,c,500
719,a-345,d,300
720,a-123,d,400
721,a-234,d,500
722,a-234,d,100
723,a-123,c,300
724,a-123,d,200
725,a-345,c,500
726,a-345,c,500
727,a-456,c,200
728,a-123,c,500
729,a-456,d,200
730,a-123,c,100
731,a-456,c,300
732,a-123,c,500
733,a-456,c,200
734,a-123,d,200
735,a-345,c,200
736,a-123,c,200
737,a-456,c,300
738,a-345,c,200
739,a-234,d,300
740,a-456,d,100
741,a-234,d,100
742,a-123,c,400
743,a-234,d,400
744,a-123,c,100
745,a-234,d,300
746,a-345,c,500
747,a-345,c,100
748,a-123,d,300
749,a-123,d,300
750,a-123,d,100
751,a-234,d,500
752,a-234,c,500
753,a-345,c,400
754,a-123,d,300
755,a-123,c,100
756,a-234,c,200
757,a-456,d,200
758,a-123,c,400
759,a-123,c,200
760,a-234,c,200
761,a-234,c,200
762,a-234,d,200
763,a-456,c,400
764,a-345,d,500
765,a-345,c,100
766,a-456,c,100
767,a-456,c,100
768,a-345,d,300
769,a-123,d,300
770,a-345,d,400
771,a-234,c,200
772,a-456,d,400
773,a-456,c,400
774,a-345,c,500
775,a-456,d,200
776,a-456,c,300
777,a-456,d,300
778,a-345,c,400
779,a-123,c,400
780,a-345,c,300
781,a-123,d,300
782,a-456,c,400
783,a-123,d,100
784,a-123,c,400
785,a-234,d,200
786,a-234,c,400
787,a-123,c,300
788,a-345,c,100
789,a-123,d,500
790,a-123,c,400
791,a-234,c,100
792,a-456,c,200
793,a-234,c,300
794,a-456,d,300
795,a-234,d,100
796,a-123,d,500
797,a-345,c,100
798,a-345,d,400
799,a-234,c,100
800,a-234,c,300
801,a-234,d,100
802,a-234,c,500
803,a-345,c,400
804,a-456,d,300
805,a-345,c,100
806,a-123,c,400
807,a-234,d,500
808,a-345,c,100
809,a-123,c,400
810,a-234,d,200
811,a-345,c,400
812,a-345,d,100
813,a-123,d,500
814,a-456,c,500
815,a-234,d,400
816,a-123,d,500
817,a-345,c,400
818,a-123,d,200
819,a-456,d,500
820,a-345,d,100
821,a-456,d,300
822,a-345,d,500
823,a-123,c,400
824,a-234,d,300
825,a-456,d,300
826,a-456,d,100
827,a-456,d,100
828,a-456,c,400
829,a-345,c,500
830,a-456,d,200
831,a-456,d,300
832,a-345,d,300
833,a-234,c,400
834,a-123,d,100
835,a-345,c,300
836,a-234,c,400
837,a-456,c,100
838,a-123,d,500
839,a-234,c,500
840,a-456,d,500
841,a-345,c,200
842,a-123,d,200
843,a-123,d,300
844,a-123,d,100
845,a-456,d,500
846,a-123,d,100
847,a-456,c,200
848,a-345,c,400
849,a-234,c,300
850,a-345,d,400
851,a-123,d,200
852,a-456,d,300
853,a-123,c,500
854,a-456,c,200
855,a-234,c,200
856,a-345,d,100
857,a-123,c,200
858,a-234,c,200
859,a-345,c,300
860,a-234,c,400
861,a-234,d,500
862,a-456,c,400
863,a-345,d,200
864,a-234,d,300
865,a-123,c,100
866,a-234,c,100
867,a-456,d,200
868,a-234,d,400
869,a-234,d,300
870,a-234,c,400
871,a-123,d,300
872,a-456,d,400
873,a-345,c,400
874,a-456,c,300
875,a-456,c,200
876,a-345,d,500
877,a-345,c,500
878,a-345,c,400
879,a-456,c,400
880,a-234,c,400
881,a-234,d,300
882,a-456,c,200
883,a-234,d,100
884,a-234,d,400
885,a-456,c,400
886,a-123,c,100
887,a-345,c,200
888,a-234,c,100
889,a-123,d,500
890,a-345,d,300
891,a-123,c,300
892,a-123,c,100
893,a-123,c,200
894,a-234,d,500
895,a-234,c,100
896,a-345,c,200
897,a-456,c,200
898,a-345,c,500
899,a-234,d,500
900,a-234,c,200
901,a-456,d,400
902,a-456,c,500
903,a-234,c,200
904,a-456,d,400
905,a-456,c,500
906,a-456,c,500
907,a-345,d,300
908,a-345,c,400
909,a-345,d,300
910,a-123,d,500
911,a-234,c,300
912,a-123,c,300
913,a-345,c,300
914,a-456,d,200
915,a-234,d,300
916,a-234,d,500
917,a-456,d,200
918,a-345,c,500
919,a-234,c,200
920,a-345,c,300
921,a-456,c,300
922,a-456,d,400
923,a-345,c,500
924,a-456,c,500
925,a-123,c,300
926,a-123,c,400
927,a-345,c,300
928,a-123,d,400
929,a-456,c,500
930,a-345,c,200
931,a-456,c,400
932,a-456,c,300
933,a-123,d,100
934,a-234,c,300
935,a-345,c,200
936,a-123,c,100
937,a-234,d,400
938,a-234,c,400
939,a-456,c,300
940,a-456,d,400
941,a-456,d,200
942,a-123,d,100
943,a-234,c,500
944,a-456,c,500
945,a-234,d,100
946,a-234,d,400
947,a-234,c,200
948,a-456,d,100
949,a-456,c,400
950,a-345,c,100
951,a-456,c,300
952,a-456,d,300
953,a-345,c,500
954,a-456,c,100
955,a-456,d,300
956,a-456,d,400
957,a-234,c,500
958,a-123,d,300
959,a-456,d,300
960,a-234,d,100
961,a-123,d,500
962,a-123,d,300
963,a-123,d,400
964,a-456,d,200
965,a-456,c,400
966,a-123,d,400
967,a-123,d,500
968,a-123,c,100
969,a-234,c,100
970,a-123,c,500
971,a-456,d,400
972,a-234,d,300
973,a-234,c,200
974,a-345,c,200
975,a-234,d,100
976,a-456,d,500
977,a-123,d,400
978,a-345,c,400
979,a-234,d,100
980,a-456,d,200
981,a-456,d,500
982,a-234,c,200
983,a-345,c,400
984,a-456,d,200
985,a-234,c,300
986,a-234,d,400
987,a-456,d,400
988,a-456,c,100
989,a-123,d,100
990,a-123,c,100
991,a-123,c,100
992,a-345,d,200
993,a-345,c,500
994,a-345,d,400
995,a-234,d,500
996,a-234,d,300
997,a-234,d,500
998,a-456,d,300
999,a-234,c,100
1000,a-456,c,400
1001,a-456,d,200
1002,a-345,c,300
1003,a-456,c,100
1004,a-456,c,400
1005,a-345,c,200
1006,a-234,d,300
1007,a-345,d,500
1008,a-234,d,200
1009,a-345,c,500
1010,a-456,c,500
1011,a-345,d,400
1012,a-123,d,300
1013,a-234,d,200
1014,a-456,c,400
1015,a-234,d,500
1016,a-456,d,500
1017,a-123,c,400
1018,a-456,d,100
1019,a-345,d,100
1020,a-234,d,300
1021,a-345,c,400
1022,a-456,d,300
1023,a-456,d,200
1024,a-123,c,500
1025,a-345,c,300
1026,a-345,d,100
1027,a-345,c,300
1028,a-234,d,500
1029,a-345,d,500
1030,a-123,d,200
1031,a-123,d,500
1032,a-456,c,300
1033,a-123,d,200
1034,a-345,c,100
1035,a-123,c,400
1036,a-234,d,100
1037,a-345,c,400
1038,a-123,c,200
1039,a-123,c,100
1040,a-123,c,500
1041,a-345,d,200
1042,a-456,c,400
1043,a-123,d,300
1044,a-234,d,200
1045,a-456,d,200
1046,a-456,d,200
1047,a-345,d,100
1048,a-234,d,400
1049,a-456,d,200
1050,a-345,c,200
1051,a-234,c,300
1052,a-234,c,300
1053,a-456,c,200
1054,a-345,d,400
1055,a-123,d,500
1056,a-234,d,400
1057,a-123,c,100
1058,a-456,d,500
1059,a-123,c,200
1060,a-123,d,200
1061,a-234,c,400
1062,a-234,c,500
1063,a-123,c,400
1064,a-234,c,500
1065,a-456,c,300
1066,a-345,c,300
1067,a-345,d,400
1068,a-234,c,100
1069,a-123,d,100
1070,a-234,d,400
1071,a-345,c,300
1072,a-234,d,500
1073,a-123,c,200
1074,a-234,c,100
1075,a-234,d,400
1076,a-456,d,500
1077,a-123,c,500
1078,a-234,c,400
1079,a-345,c,200
1080,a-234,d,100
1081,a-345,c,400
1082,a-345,c,300
1083,a-234,c,400
1084,a-456,c,100
1085,a-234,d,400
1086,a-123,d,200
1087,a-123,c,300
1088,a-456,c,200
1089,a-234,c,200
1090,a-456,c,200
1091,a-345,d,400
1092,a-345,d,200
1093,a-234,c,300
1094,a-345,d,400
1095,a-123,d,500
1096,a-234,c,100
1097,a-345,c,300
1098,a-123,c,100
1099,a-234,c,400
1100,a-234,d,400
1101,a-456,c,400
1102,a-345,d,100
1103,a-234,c,100
1104,a-456,c,500
1105,a-345,c,200
1106,a-345,d,100
1107,a-456,d,500
1108,a-123,c,100
1109,a-123,d,100
1110,a-456,d,200
1111,a-123,c,100
1112,a-456,d,100
1113,a-234,d,500
1114,a-234,c,500
1115,a-345,c,200
1116,a-456,c,200
1117,a-456,d,200
1118,a-234,d,400
1119,a-345,c,400
1120,a-456,d,300
1121,a-123,d,300
1122,a-123,d,100
1123,a-123,c,500
1124,a-456,d,100
1125,a-456,c,400
1126,a-123,d,400
1127,a-234,c,200
1128,a-234,c,500
1129,a-456,d,500
1130,a-345,c,300
1131,a-234,d,500
1132,a-456,d,500
1133,a-456,d,400
1134,a-123,c,500
1135,a-234,d,100
1136,a-234,c,500
1137,a-345,d,200
1138,a-345,d,400
1139,a-345,d,300
1140,a-123,d,200
1141,a-234,c,100
1142,a-123,d,400
1143,a-123,c,100
1144,a-456,d,300
1145,a-345,c,100
1146,a-456,d,200
1147,a-345,d,100
1148,a-123,d,100
1149,a-234,c,500
1150,a-456,d,200
1151,a-123,c,200
1152,a-123,d,100
1153,a-345,c,500
1154,a-456,c,100
1155,a-123,d,200
1156,a-456,c,500
1157,a-456,d,300
1158,a-456,c,400
1159,a-234,c,200
1160,a-345,c,400
1161,a-456,d,500
1162,a-123,d,100
1163,a-234,d,300
1164,a-123,c,500
1165,a-456,c,500
1166,a-123,d,200
1167,a-123,d,100
1168,a-345,d,200
1169,a-123,c,400
1170,a-234,c,500
1171,a-345,d,400
1172,a-456,d,300
1173,a-345,c,400
1174,a-234,d,100
1175,a-123,c,200
1176,a-456,c,300
1177,a-123,c,300
1178,a-345,c,100
1179,a-345,c,100
1180,a-234,c,400
1181,a-345,d,100
1182,a-234,c,200
1183,a-456,d,300
1184,a-123,c,500
1185,a-234,c,100
1186,a-234,d,400
1187,a-345,c,400
1188,a-234,d,400
1189,a-234,c,100
1190,a-234,c,300
1191,a-456,c,300
1192,a-456,d,500
1193,a-234,c,100
1194,a-456,d,100
1195,a-123,d,200
1196,a-456,d,200
1197,a-234,d,200
1198,a-345,d,100
1199,a-234,c,100
1200,a-123,d,200
1201,a-123,c,100
1202,a-123,c,500
1203,a-234,d,400
1204,a-456,c,500
1205,a-345,d,200
1206,a-345,c,100
1207,a-456,c,100
1208,a-123,c,100
1209,a-456,d,500
1210,a-234,d,500
1211,a-345,c,100
1212,a-456,c,200
1213,a-234,c,400
1214,a-123,c,300
1215,a-234,c,400
1216,a-456,c,200
1217,a-234,d,400
1218,a-456,d,500
1219,a-345,c,100
1220,a-456,c,400
1221,a-345,c,300
1222,a-234,d,500
1223,a-123,c,200
1224,a-456,d,500
1225,a-345,d,500
1226,a-123,c,400
1227,a-345,d,200
1228,a-456,c,300
1229,a-234,d,400
1230,a-456,d,100
1231,a-345,d,200
1232,a-456,c,400
1233,a-234,d,100
1234,a-345,d,400
1235,a-123,c,100
1236,a-345,c,400
1237,a-345,c,200
1238,a-123,c,400
1239,a-456,d,300
1240,a-123,c,300
1241,a-345,c,200
1242,a-123,d,200
1243,a-234,c,400
1244,a-123,c,100
1245,a-456,c,500
1246,a-234,c,300
1247,a-456,c,200
1248,a-234,d,200
1249,a-345,d,100
1250,a-456,c,300
1251,a-234,d,100
1252,a-345,d,300
1253,a-234,d,400
1254,a-123,d,300
1255,a-456,c,100
1256,a-345,c,500
1257,a-234,c,200
1258,a-234,d,300
1259,a-456,c,200
1260,a-345,d,300
1261,a-123,d,200
1262,a-123,c,500
1263,a-123,d,300
1264,a-456,d,500
1265,a-456,c,300
1266,a-123,d,200
1267,a-456,d,500
1268,a-234,d,100
1269,a-123,c,400
1270,a-345,d,200
1271,a-456,d,300
1272,a-234,c,300
1273,a-234,d,300
1274,a-456,c,100
1275,a-234,d,300
1276,a-456,c,400
1277,a-123,c,200
1278,a-456,c,400
1279,a-345,d,400
1280,a-123,d,200
1281,a-345,d,100
1282,a-234,c,500
1283,a-123,c,200
1284,a-345,d,400
1285,a-123,d,400
1286,a-123,d,100
1287,a-234,c,300
1288,a-234,c,200
1289,a-234,d,400
1290,a-234,c,200
1291,a-123,c,400
1292,a-234,d,500
1293,a-456,d,400
1294,a-345,c,400
1295,a-345,c,400
1296,a-456,c,100
1297,a-234,d,300
1298,a-456,d,300
1299,a-345,c,500
1300,a-123,c,100
1301,a-123,d,500
1302,a-234,d,400
1303,a-345,d,300
1304,a-234,d,500
1305,a-234,d,400
1306,a-123,d,400
1307,a-456,c,100
1308,a-345,d,300
1309,a-234,c,500
1310,a-345,d,100
1311,a-345,c,300
1312,a-456,d,100
1313,a-456,c,500
1314,a-456,c,100
1315,a-345,c,300
1316,a-456,d,300
1317,a-234,c,300
1318,a-456,d,400
1319,a-456,c,200
1320,a-123,d,400
1321,a-123,d,400
1322,a-123,c,300
1323,a-345,c,500
1324,a-456,d,200
1325,a-345,d,100
1326,a-123,d,100
1327,a-345,d,400
1328,a-234,c,100
1329,a-456,d,400
1330,a-234,d,500
1331,a-345,d,400
1332,a-345,d,100
1333,a-123,c,500
1334,a-234,c,200
1335,a-456,d,400
1336,a-456,c,200
1337,a-345,d,300
1338,a-234,d,100
1339,a-123,c,500
1340,a-123,d,400
1341,a-456,d,400
1342,a-234,d,300
1343,a-123,d,500
1344,a-456,d,300
1345,a-234,d,100
1346,a-234,c,300
1347,a-345,d,400
1348,a-456,c,100
1349,a-234,c,400
1350,a-123,d,100
1351,a-234,c,400
1352,a-456,c,100
1353,a-345,d,300
1354,a-345,d,300
1355,a-456,c,300
1356,a-123,c,300
1357,a-456,d,100
1358,a-345,d,100
1359,a-234,d,200
1360,a-123,c,200
1361,a-345,d,500
1362,a-123,c,500
1363,a-345,c,200
